author
T. Cai and J. Wang and P. Liu and D. Niu and Q. He and J. Liang
J. Li and X. Xu and X. Peng and J. Liao
J. Park and M. Kim and S. Lee and J. Kim
Lee. S. and Shin. D. and Kim. J.
L. Xiao and T. Yu-An
J. Zhang and D. Donofrio and J. Shalf and M. T. Kandemir and M. Jung
M. Huang and B. Xu and Z. Liu and Y. Xu and D. Wu
Yang. Liang Huai and Liu. Mingchao and Pan. Yifan and Gong. Weihua and Stannus. Simon
C. Liu and M. Lv and Y. Pan and H. Chen and Y. Li and C. Li and Y. Xu
Q. Wei and C. Chen and J. Yang
Y. Ni and Z. Li
Kang. Woon-Hak and Lee. Sang-Won and Moon. Bongki
Ikken. Sonia and Renault. Éric and Tahar Kechadi. M. and Tari. Abdelkamel
Liu. Yan and Huang. Xin and Huang. Yizi and Geng. Shaofeng and Peng. Xin and Li. Renfa
H. M. Makrani and H. Sayadi and S. Manoj and S. Raftirad and H. Homayoun
H. Tang and S. Byna and F. Tessier and T. Wang and B. Dong and J. Mu and Q. Koziol and J. Soumagne and V. Vishwanath and J. Liu and R. Warren
H. Ohtsuji and O. Tatebe
Yang. Zhengyu and Wang. Jiayin and Evans. David and Mi. Ningfang
Kaixin Huang and Jie Zhou and Linpeng Huang and Yanyan Shen
J. K. Park and Y. Seo and J. Kim
D. Li and M. Dong and Y. Tang and L. T. Yang and K. Ota and G. Zhao
H. Midorikawa and H. Tan
Z. Zhang and Y. Fu and G. Hu
D. U. Lee and K. W. Kim and K. W. Kim and K. S. Lee and S. J. Byeon and J. H. Kim and J. H. Cho and J. Lee and J. H. Chun
He. Wanhui and Xiao. Nong and Liu. Fang and Chen. Zhiguang and Fu. Yinjin
Hyunchul Park and Dongkun Shin
Li. Y. and Wang. P.
Mei. Linjun and Feng. Dan and Zeng. Lingfang and Chen. Jianxi and Liu. Jingning
Zhou. Wen and Feng. Dan and Hua. Yu and Liu. Jingning and Huang. Fangting and Chen. Yu and Zhang. Shuangwu
Z. Qian and X. Zhang and X. Ju and B. Li
Liu. Lin and Zhao. Yuelong
Shi. Xuanhua and Li. Ming and Liu. Wei and Jin. Hai and Yu. Chen and Chen. Yong
Lv. Yanfei and Li. Jing and Cui. Bin and Chen. Xuexuan
Yang. Chengcheng and Jin. Peiquan and Yue. Lihua and Yang. Puyuan
T. K. Petersen and J. Bent
S. Ji and D. Shin
S. Jun and A. Wright and S. Zhang and S. Xu and Arvind
S. He and Y. Liu and X. Sun
Kim. Y.J. and Kim. J. and Lee. J.B. and Rim. K.W.
U. Yoon and H. Kim and J. Chang
H. Tan and C. Li and Z. He and K. Li and K. Hwang
Yang. Z. and Hoseinzadeh. M. and Andrews. A. and Mayers. C. and Evans. D. and Bolt. R.T. and Bhimani. J. and Mi. N. and Swanson. S.
G. Yan and R. Chen and Q. Guan and Z. Feng
Jian Guo and Zhao-Meng Zhu and Xiu-Min Zhou and Gong-Xuan Zhang
Chen. Chia-Yu and Liu. Chien-Yi and Chang. Hsung-Pin
Zhao. N. and Anware. A. and Cheng. Y. and Salman. M. and Li. D. and Wan. J. and Xie. C. and He. X. and Wang. F. and Butt. A.
Xiao. Weijun and Lei. Xiaoqiang and Li. Ruixuan and Park. Nohhyun and Lilja. David J.
J. Wang and L. Cheng
M. Lin and R. Chen and L. Lin and X. Li and J. Huang
J. Yin and Y. Tang and S. Deng and Y. Li and W. Lo and K. Dong and A. Y. Zomaya and C. Pu
G. Zhang and J. Wang and K. Li and J. Shu and W. Zheng
Chang. Hsung-Pin and Luo. Jhih-Cheng and Chang. Da-Wei
G. Xu and Z. Tan and D. Feng and Y. Zhu and X. Zhang and J. Xu
Tao Zhang and XiangZheng Sun and Wei Xue and Nan Qiao and Huang Huang and JiWu Shu and Weimin Zheng
Y. Wang and M. Huang and Z. Shao and H. C. B. Chan and L. A. D. Bathen and N. D. Dutt
D. Tang and Y. Bao and W. Hu and M. Chen
A. Kougkas and H. Devarajan and X. Sun and J. Lofstead
S. Ahmadian and R. Salkhordeh and H. Asadi
H. Kim and H. Y. Yeom and Y. Son
W. Jin and Y. Zhu and L. Huang
X. Shi and X. Zhang and L. He and H. Jin and Z. Ke and S. Wu
X. Li and B. Dong and L. Xiao and L. Ruan and D. Liu
Min. Junghi and Ahn. Sungyong and La. Kwanghyun and Chang. Wooseok and Kim. Jihong
S. Oikawa
Zhang. Ning and Tatemura. Junichi and Patel. Jignesh M. and Hacigumus. Hakan
Jianxin Li and Yangyang Zhang and Jingsheng Zheng and Hanqing Liu and Bo Li and Jinpeng Huai
He. Shuibing and Sun. Xian-He and Feng. Bo and Feng. Kun
R. Xu and M. Araya-Polo and B. Chapman
Z. Yao and I. Papapanagiotou and R. D. Callaway
J. No
Xu. Chuncong and Huang. Xiaomeng and Yang. Guangwen and Zhou. Yang
Ou. Yang and Wu. Xiaoquan and Xiao. Nong and Liu. Fang and Chen. Wei
Liu. Jian-Liang and Zhang. Yong-Le and Yang. Lin and Guo. Ming-Yang and Liu. Zhen-Jun and Xu. Lu
Young-Sik Lee and Luis Cavazos Quero and Sang-Hoon Kim and Jin-Soo Kim and Seungryoul Maeng
P. Mishra and M. Mishra and A. K. Somani
Fengli. Zhou and Xiaoli. Lin
K. R. Krish and M. S. Iqbal and A. R. Butt
J. Park and C. Min and H. Y. Yeom and Y. Son
Liao. Jianwei and Trahay. Francois and Gerofi. Balazs and Ishikawa. Yutaka
Tang. Zhen and Wang. Wei and Huang. Yu and Wu. Heng and Wei. Jun and Huang. Tao
Yang. Chun and Liu. Xianhua and Cheng. Xu
Karim. Mohd Bazli Ab and Yuan. Luke Jing and Ming-Tat. Wong and Ong. Hong
Kotaro. Yoshida and Yamaguchi. Saneyasu
Nakagami. Makoto and Fortes. Jose A.B. and Yamaguchi. Saneyasu
S. Lee and S. Hyun and K. Koh
A. Santos and J. Romero and J. Taibo and C. Rodriguez and A. Carballal
C. Park and Y. Jo and D. Lee and K. Kang
Wang. Jiangtao and Guo. Zhiliang and Meng. Xiaofeng
Lu. Yin and Chen. Yong and Amritkar. Prathamesh and Thakur. Rajeev and Zhuang. Yu
Alireza Poshtkohi and M.B. Ghaznavi-Ghoushchi
Jorge Veiga and Roberto R. Expósito and Guillermo L. Taboada and Juan Touriño
Woochul Kang and Sang H. Son
Kim. Taehoon and No. Jaechun and Piao. Zhegao and Yoo. Seong Joon
Zhang. Zhiyong and Ju. Lei and Jia. Zhiping
Bhat. Adithya and Islam. Nusrat Sharmin and Lu. Xiaoyi and Wasi-ur-Rahman. Md. and Shankar. Dipti and (DK) Panda. Dhabaleswar K.
Liu. Baoan and Ma. Can and Li. Bing and Wang. Weiping
B. Wang and J. Tang and R. Zhang and W. Ding and S. Liu and D. Qi
H. Lee and M. Lee and Y. I. Eom
M. Sakamoto and S. Yamaguchi
W. Zhang and T. Cheng and H. He and A. M. K. Cheng
J. Ryu and H. Jeong and D. Lee and H. Shin and K. Kang
S. Kim and H. Eom and Y. Son
Kim. Young-Jin and Anggorosesar. Aldhino
M. Tanaka and O. Tatebe
M. Zhu and X. Huang and S. Liu and H. Fu and Q. Fang and G. Yang
K. Zhang and Y. Tanimura and H. Nakada and H. Ogawa
Zhang. X. and Wang. Y. and Wang. Q. and Zhao. X.
C. Xiao and L. Zhang and W. Liu and L. Cheng and P. Li and Y. Pan and N. Bergmann
Peiquan Jin and Yi Ou and Theo Härder and Zhi Li
N. S. Islam and X. Lu and M. Wasi-ur-Rahman and D. Shankar and D. K. Panda
Y. Klonatos and T. Makatos and M. Marazakis and M. D. Flouris and A. Bilas
Yang. Puyuan and Jin. Peiquan and Yue. Lihua
H. Choi and H. Bahn
K. Liu and X. Zhang and K. Davis and S. Jiang
F. Chen and M. P. Mesnier and S. Hahn
Davur S. Clementsen and Zhen He
Kannan. Sudarsun and Gavrilovska. Ada and Schwan. Karsten and Milojicic. Dejan and Talwar. Vanish
B. Nicolae and P. Riteau and K. Keahey
Y. Dong and X. Zhang and J. Dai and H. Guan
C. Li and D. Feng and Y. Hua and F. Wang
Z. An and Z. Zhang and Q. Li and J. Xing and H. Du and Z. Wang and Z. Huo and J. Ma
R. Xu and X. Jin and L. Tao and S. Guo and Z. Xiang and T. Tian
B. Sendir and M. Govindaraju and R. Odaira and P. Hofstee
M. Jung
Cheng Ji and C. Wu and L. Chang and L. Shi and C. J. Xue
B. Wadhwa and S. Byna and A. R. Butt
R. C. Chiang and A. J. Uppal and H. H. Huang
S. Miyokawa and T. Tokuda and S. Yamaguchi
F. Yang and K. Dou and S. Chen and M. Hou and J. Kang and S. Cho
J. Boukhobza and P. Olivier and S. Rubini
G. Zhang and L. Chiu and L. Liu
M. Li and P. P. C. Lee
Y. Wang and G. Fu and W. Wang and X. Liu and C. Ma and D. Meng
H. Song and X. Sun and Y. Chen
X. Chen and W. Chen and S. Yang and Z. Lu and Z. Wang
J. Lee and K. Ganesh and H. Lee and Y. Kim
Lim. Seung-Ho and Choi. Hyun Jin and Park. Doo-Soon
Zhang. Diming and Xue. Fei and Huang. Hao and You. Shaodi
T. Wang and S. Byna and B. Dong and H. Tang
M. Frasca and R. Prabhakar and P. Raghavan and M. Kandemir
Joo. Yongsoo and Ryu. Junhee and Park. Sangsoo and Shin. Kang G.
K. Zhao and K. S. Venkataraman and X. Zhang and J. Li and N. Zheng and T. Zhang
D. Li and Y. Wang and B. Xu and W. Li and W. Li and L. Yu and Q. Yang
Q. Wei and B. Gong and S. Pathak and Y. C. Tay
Wu. S. and Jiang. H. and Mao. B.
Meng. Xiao-Dong and Wu. Chen-Tao and Guo. Min-Yi and Li. Jie and Liang. Xiao-Yao and Yao. Bin and Zheng. Long
H. Sun and X. Qin and F. Wu and C. Xie
Qing Liu and Norbert Podhorszki and Jong Choi and Jeremy Logan and Matt Wolf and Scott Klasky and Tahsin Kurc and Xubin He
Li. Dingding and Jin. Hai and Liao. Xiaofei and Yu. Jia
Zhisheng Huo and Minyi Guo and Limin Xiao and Zhenxue He and Xiaoling Rong and Bing Wei
J. He and G. Jia and G. Han and H. Wang and X. Yang
N. Jain and J. Lakshmi
Shen. Biaobiao and Li. Yongkun and Xu. Yinlong and Pan. Yubiao
M. D. Marino
S. S. Hahn and S. Lee and J. Kim
Xiao. Y. and Yu’an. T. and Changyou. Z. and Chen. L. and Aourra. K. and Jun. Z. and Quanxin. Z.
Lee. Sehwan and Lee. Bitna and Koh. Kern and Bahn. Hyokyung
I. S. Choi and W. Yang and Y. Kee
J. Chang and Y. Chen and H. Cheng and W. Chan and H. Liao and Q. Li and S. Chang and S. Natarajan and R. Lee and P. Wang and S. Lin and C. Wu and K. Cheng and M. Cao and G. H. Chang
Y. Fan and Y. Wang and M. Ye
D. Shankar and X. Lu and N. Islam and M. Wasi-Ur-Rahman and D. K. Panda
Y. Li and S. T. On and J. Xu and B. Choi and H. Hu
Han. Wen-Bing and Chen. Xiao-Gang and Li. Shun-Fen and Li. Ge-Zi and Song. Zhi-Tang and Li. Da-Gang and Chen. Shi-Yan
Kim. Seonbong and Yang. Joon-Sung
F. Chen and M. P. Mesnier and S. Hahn
S. Kim and J. Yang
Chang. Hsung-Pin and Yu. Yu-Cheng and Chung. Pei-Yao
X. Chen and W. Chen and Z. Lu and P. Long and S. Yang and Z. Wang
Lewis. J. and Alghamdi. M. and Al Assaf. M. and Ruan. X. and Ding. Z. and Qin. X.
Neuer. Matthias and Salk. Jürgen and Berger. Holger and Focht. Erich and Mosch. Christian and Siegmund. Karsten and Kushnarenko. Volodymyr and Kombrink. Stefan and Wesner. Stefan
Gauhar Eram Shaikh and U. Shrawankar
M. Zhu and G. Li and L. Ruan and K. Xie and L. Xiao
W. Ding and Y. Zhang and M. Kandemir and S. W. Son
U. Yoon and H. Kim
Kim. D.-H. and Song. J.-S. and Yang. Y.-S. and Pirahandeh. M.
C. Chung and H. Hsu
R. Jin and H. Cho and T. Chung
H. Nguyen and H. Koc
S. Wu and H. Li and B. Mao and X. Chen and K. Li
Koo. D. and Kim. J.-S. and Hwang. S. and Eom. H. and Lee. J.
C. Li and S. Wang and Xiaochunyun and X. Zhou and G. Wu
J. Han and D. Koo and G. K. Lockwood and J. Lee and H. Eom and S. Hwang
Skourtis. Dimitris and Kato. Shinpei and Brandt. Scott
L. Shi and C. J. Xue and X. Zhou
B. Mao and H. Jiang and S. Wu and Y. Fu and L. Tian
W. Liu and H. Liu and X. Liao and H. Jin and Y. Zhang
T. Zhou and H. Li and B. Zhu and Y. Zhang and H. Hou and J. Chen
C. Wu and X. He and Q. Cao and C. Xie
Y. Lu and Y. Chen and R. Thakur and Y. Zhuang
D. Wang and B. Hua
S. Sasaki and K. Takahashi and Y. Oyama and O. Tatebe
P. Gonzalez-Ferez and J. Piernas and T. Cortes
Shi. Xiaodong and Feng. Dan
S. Bai and J. Yin and G. Tan and Y. Wang and S. Hu
Mao. B. and Wu. S. and Jiang. H. and Yang. Y. and Xi. Z.
Kim. Y. and Lee. J. and Oral. S. and Dillow. D.A. and Wang. F. and Shipman. G.M.
M. Jiang and B. Van Essen and C. Harrison and M. Gokhale
C. Wu and X. He and S. Wan and Q. Cao and C. Xie
Y. Huang and H. Jin and X. Shi and S. Wu and Y. Chen
C. H. Lunde and H. Espeland and H. K. Stensland and P. Halvorsen
Kim. Deok-hwan and Yang. Jun-sik
Stratikopoulos. A. and Kotselidis. C. and Goodacre. J. and Lujan. M.
Min Huang and Y. Wang and Zhaoqing Liu and Liyan Qiao and Z. Shao
M. Wang and Y. Hu
K. Singh and Nidhi and D. Rastogi and D. Singh
D. Park and D. H. Kang and S. M. Ahn and Y. I. Eom
J. Do and D. Zhang and J. M. Patel and D. J. DeWitt
Yubiao Pan and Yongkun Li and Huizhen Zhang and Yinlong Xu
R. Li and X. Chen and C. Li and X. Gu and K. Wen
Yi Wang and Tianzheng Wang and Duo Liu and Zili Shao and Jingling Xue
Ahn. H. and Kim. J. and Lee. Y.
Liu. Xin and Lu. Yu-tong and Yu. Jie and Wang. Peng-fei and Wu. Jie-ting and Lu. Ying
Wan. Ji-guang and Li. Da-ping and Qu. Xiao-yang and Yin. Chao and Wang. Jun and Xie. Chang-sheng
Cui. Jinhua and Wu. Weiguo and Nie. Shiqiang and Huang. Jianhang and Hu. Zhuang and Zou. Nianjun and Wang. Yinfeng
Liu. Jian and Chai. Yun-Peng and Qin. Xiao and Liu. Yao-Hong
Caulfield. Adrian M. and Mollov. Todor I. and Eisner. Louis Alex and De. Arup and Coburn. Joel and Swanson. Steven
Mao. Bo and Jiang. Hong and Wu. Suzhen and Tian. Lei
H. K. Lee and B. S. An and E. J. Kim
Ignacio. Brian A. and Wu. Chentao and Li. Jie
P. González-Férez and A. Bilas
Z. Fan and A. Haghdoost and D. H. C. Du and D. Voigt
R. Li and H. Chen
T. Raynaud and R. Haque and H. Aít-kaci
Z. Shen and J. Shu and Y. Fu
T. Wang and S. Oral and Y. Wang and B. Settlemyer and S. Atchley and W. Yu
Li Xiao and Tan Yu-An and Sun Zhizhuo
B. Wu and X. Tang and H. Yuan and Q. Shi and J. Kang and T. Chen
Z. Zhang and Y. Cheng
Zheng Zhang and Dan Feng and Zhipeng Tan and Laurence T. Yang and Jiayang Zheng
Yuhui Deng and Lijuan Lu and Qiang Zou and Shuqiang Huang and Jipeng Zhou
Lee. S. and Kim. J. and Mithal. A.
Arunagiri. Sarala and Kwok. Yipkei and Teller. Patricia J. and Portillo. Ricardo A. and Seelam. Seetharami R.
Nadgowda. Shripad J. and Sreenivas. Ravella C. and Gupta. Sanchit and Gupta. Neha and Verma. Akshat
Yang. Zhengyu and Wang. Yufeng and Bhamini. Janki and Tan. Chiu C. and Mi. Ningfang
M. Nakajima and S. Oikawa
Dun. Nan and Pleiter. Dirk and Fang. Aiman and Vandenbergen. Nicolas and Chien. Andrew A.
Wickberg. Tim and Carothers. Christopher
H. Kim and J. Lim and J. Lee and D. Na and J. Shin and C. Kim and S. Yu and J. Shin and S. Lee and D. Rajagopal and S. Kim and K. Kang and J. Park and Y. Kwon and M. Lee and S. Kim and S. Shin and H. Kim and J. Kim and K. Kim and H. Joo and C. Park and J. Kim and M. Lee and D. Kim and H. Yang and D. Byeon and K. Park and K. Kyung and J. Choi
S. Kannan and D. Milojicic and V. Talwar and A. Gavrilovska and K. Schwan and H. Abbasi
C. Wang and S. S. Vazhkudai and X. Ma and F. Meng and Y. Kim and C. Engelmann
Liang. Weihao and Chen. Yong and An. Hong
Yoon. Su-Kyung and Youn. Young-Sun and Kim. Jeong-Geun and Kim. Shin-Dug
Shi. Liang and Li. Jianhua and Xue. Chun Jason and Zhou. Xuehai
Bao. N. and Chai. Y. and Qin. X.
T. Y. Kim and D. H. Kang and D. Lee and Y. I. Eom
P. Markthub and M. E. Belviranli and S. Lee and J. S. Vetter and S. Matsuoka
Li. C. and Feng. D. and Hua. Y. and Xia. W. and Wang. F.
R. Chen and Z. Shao and T. Li
T. Yang and P. Huang and W. Zhang and H. Wu and L. Lin
K. Nakashima and J. Kon and S. Yamaguchi and G. J. Lee and J. Fortes
Z. Li and P. Jin and X. Su and K. Cui and L. Yue
Dong. Bin and Li. Xiuqiao and Xiao. Limin and Ruan. Li
Wang. Jiangtao and Guo. Zhiliang and Meng. Xiaofeng
Liu. Z. and Wang. L. and Zhang. Z. and Zhang. A. and Jiang. Z.
Pletka. R.A. and Tomić. S.
Tong Zhang and Ping Luo and Ze Cheng and Jing Li
Dingding Li and Hai Jin and Xiaofei Liao and Yu Zhang and Bingbing Zhou
Athanasios Fevgas and Panayiotis Bozanis
Hai Jin and Xiao Ling and Shadi Ibrahim and Wenzhi Cao and Song Wu and Gabriel Antoniu
Fei Hu and Chaowei Yang and John L. Schnase and Daniel Q. Duffy and Mengchao Xu and Michael K. Bowen and Tsengdar Lee and Weiwei Song
Eric Borba and Eduardo Tavares
Xinhua Dong and Ruixuan Li and Heng He and Xiwu Gu and Mudar Sarem and Meikang Qiu and Keqin Li
Babak Ravandi and Ioannis Papapanagiotou
G. Amvrosiadis and A. Oprea and B. Schroeder
S. H. Baek and K. H. Park
C. Ji and L. Chang and C. Wu and L. Shi and C. J. Xue
A. S. Lebrecht and N. J. Dingle and W. J. Knottenbelt
Bai. Shi and Liao. Xue-Liang
Y. Tian and S. Klasky and W. Yu and H. Abbasi and B. Wang and N. Podhorszki and R. Grout and M. Wolf
S. He and Y. Wang and X. Sun and C. Huang and C. Xu
L. C. E. Bona and A. Elias and A. P. Ziviani and T. Cortes and R. Nou and M. A. Z. Alves
Yin. Shu and Ding. Zhiyang and Ruan. Xiaojun and Zhu. Xiaomin and Tang. Zhuo and Li. Kenili and Qin. Xiao
X. Zhang and K. Davis and S. Jiang
S. Boboila and Y. Kim and S. S. Vazhkudai and P. Desnoyers and G. M. Shipman
S. Gao and J. Xu and T. Härder and B. He and B. Choi and H. Hu
H. Kim and H. Jo and J. Lee
N. Wang and Y. Xu and Y. Li and S. Wu
Siwoo Byun and Moonhaeng Hur
H. Wang and Z. Li and X. Zhang and X. Zhao and X. Zhao and W. Li and S. Jiang
J. Ma and G. Wang and X. Liu
Z. Zhang and Y. Yue and B. He and J. Xiong and M. Chen and L. Zhang and N. Sun
Uksong Kang and Hoe-Ju Chung and Seongmoo Heo and Soon-Hong Ahn and Hoon Lee and Soo-Ho Cha and Jaesung Ahn and DukMin Kwon and Jin Ho Kim and Jae-Wook Lee and Han-Sung Joo and Woo-Seop Kim and Hyun-Kyung Kim and Eun-Mi Lee and So-Ra Kim and Keum-Hee Ma and Dong-Hyun Jang and Nam-Seog Kim and Man-Sik Choi and Sae-Jang Oh and Jung-Bae Lee and Tae-Kyung Jung and Jei-Hwan Yoo and Changhyun Kim
R. Prabhakar and S. Srikantaiah and R. Garg and M. Kandemir
Yang. Robin Jun and Luo. Qiong
Ko. Byeungkeun and Kim. Youngjoo and Kim. Taeseok
Zhang. Li and Tang. Bing
Yan. Cairong and Li. Tie and Huang. Yongfeng and Gan. Yanglan
Haffmans. Wouter J. and Fletcher. George H. L.
Gim. Jongmin and Hwang. Taeho and Won. Youjip and Kant. Krishna
Al Assaf. Maen M. and Jiang. Xunfei and Qin. Xiao and Abid. Mohamed Riduan and Qiu. Meikang and Zhang. Jifu
Klonatos. Yannis and Makatos. Thanos and Marazakis. Manolis and Flouris. Michail D. and Bilas. Angelos
Mao. Bo and Wu. Suzhen and Duan. Lide
Strunk. John D.
Duro. Francisco Rodrigo and Blas. Javier Garcia and Carretero. Jesus
Hwang. Yeonseong and Gwak. Hyunho and Shin. Dongkun
Jo. Heeseung and Kwon. Youngjin and Kim. Hwanju and Seo. Euiseong and Lee. Joonwon and Maeng. Seungryoul
Zhang. Xuechen and Jiang. Song and Davis. Kei
Li. Wenji and Jean-Baptise. Gregory and Riveros. Juan and Narasimhan. Giri and Zhang. Tong and Zhao. Ming
Zhang. Zhe and Kulkarni. Amit and Ma. Xiaosong and Zhou. Yuanyuan
Li. Yongkun and Lee. Patrick P.C. and Lui. John C.S.
Hardock. Sergey and Petrov. Ilia and Gottstein. Robert and Buchmann. Alejandro
He. Jun and Song. Huaiming and Sun. Xian-He and Yin. Yanlong and Thakur. Rajeev
Tang. Yan and Yin. Jianwei and Lo. Wei and Li. Ying and Deng. Shuiguang and Dong. Kexiong and Pu. Calton
Zhang. Xuechen and Liu. Ke and Davis. Kei and Jiang. Song
Shin. Dong In and Yu. Young Jin and Kim. Hyeong S. and Eom. Hyeonsang and Yeom. Heon Young
Kim. Jungkil and Ahn. Sungyong and La. Kwanghyun and Chang. Wooseok
J. Kim and E. Lee and S. H. Noh
D. Liu and K. Zhong and T. Wang and Y. Wang and Z. Shao and E. H. Sha and J. Xue
J. Kim and H. Roh and S. Park
W. Jiang and Y. Deng and X. Meng and C. Hu and Y. Zhou
D. Shankar and X. Lu and D. K. Panda
D. Luo and J. Wan and Y. Zhu and N. Zhao and F. Li and C. Xie
J. Ma and B. Yin and Z. Kong and Y. Ma and C. Chen and L. Wang and G. Wang and X. Liu
Z. Shao and J. Huang and H. Jin and K. Hu
X. Li and B. Dong and L. Xiao and L. Ruan and D. Liu
S. Larsen and Ben Lee
Y. Wang and Z. Qin and R. Chen and Z. Shao and Q. Wang and S. Li and L. T. Yang
G. Ju and Y. Li and Y. Xu and J. Chen and J. C. S. Lui
P. Liu and A. Maruf and F. B. Yusuf and L. Jahan and H. Xu and B. Guan and L. Hu and S. S. Iyengar
Z. Yang and C. Liu and Y. Zhou and X. Liu and G. Cao
C. Filippidis and Y. Cotronis
Q. Xu and K. T. Malladi and M. Awasthi
Young-Jin Kim and Jihong Kim
César Acevedo and Porfidio Hernández and Antonio Espinosa and Víctor Méndez
Zhou. J. and Chen. Y. and Wang. W.
Xiao. Nong and Chen. ZhiGuang and Liu. Fang and Lai. MingChe and An. LongFei
Koukis. Evangelos and Nanos. Anastassios and Koziris. Nectarios
Fu. Jianyu and Lu. Youyou and Shu. Jiwu and Liu. Guangming and Zhao. Ming
Sun. Hui and Qin. Xiao and Xie. Chang-sheng
Ou. Yi and Härder. Theo
Wang. Tianyu and Zhang. Zhiyong and Zhao. Mengying and Liu. Ke and Jia. Zhiping and Yang. Jianping and Wu. Yang
Al Assaf. Maen M. and Jiang. Xunfei and Abid. Mohamed Riduan and Qin. Xiao
Roumelis. George and Velentzas. Polychronis and Vassilakopoulos. Michael and Corral. Antonio and Fevgas. Athanasios and Manolopoulos. Yannis
Wang. Huibing and Lin. Mingwei and Xiong. Jinbo and Lin. Li and Xiao. Ruliang
Schürmann. Felix and Delalondre. Fabien and Kumbhar. Pramod S. and Biddiscombe. John and Gila. Miguel and Tacchella. Davide and Curioni. Alessandro and Metzler. Bernard and Morjan. Peter and Fenkes. Joachim and Franceschini. Michele M. and Germain. Robert S. and Schneidenbach. Lars and Ward. T. J. Christopher and Fitch. Blake G.
Nikkita Shekhar and Ambika Pawar
Ma. Jeonghyeon and Park. Chanik
M. Kandemir and T. Yemliha and R. Prabhakar and M. Jung
Lee. Yangsup and Jung. Sanghyuk and Song. Yong Ho
He. Jun and Bent. John and Torres. Aaron and Grider. Gary and Gibson. Garth and Maltzahn. Carlos and Sun. Xian-He
Li. Dingding and Dong. Mianxiong and Tang. Yong and Ota. Kaoru
Liu. Zhuo and Wang. Bin and Yu. Weikuan
N. Shahidi and M. T. Kandemir and M. Arjomand and C. R. Das and M. Jung and A. Sivasubramaniam
S. Eilemann and F. Delalondre and J. Bernard and J. Planas and F. Schuermann and J. Biddiscombe and C. Bekas and A. Curioni and B. Metzler and P. Kaltstein and P. Morjan and J. Fenkes and R. Bellofatto and L. Schneidenbach and T. J. C. Ward and B. G. Fitch
H. Chen and P. Lee and H. Chang
D. Shankar and X. Lu and D. K. D. K. Panda
J. Park and H. Bahn and K. Koh
Song. Kyungtae and Kim. Jaehyung and Lee. Doogie and Park. Sanghyun
