Id,Label,timeset,componentnumber,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1943,XiwuGu,,0,6,1,1,1,0
1616,V.Vishwanath,,1,10,10,0.191472,0.226468,0.000232
2015,"Maltzahn,Carlos",,2,6,6,0.330508,0.447863,0
228,"Chen,Wenzhi",,3,2,1,1,1,0
1288,"Davis,Kei",,4,4,1,1,1,0
634,Y.I.Eom,,1,5,13,0.117357,0.137131,0.000502
120,DanFeng,,5,15,1,1,1,0.000041
41,Y.Zhu,,1,12,11,0.18572,0.223923,0.003335
1908,"Sreenivas,RavellaC.",,6,4,1,1,1,0
564,S.Wu,,1,8,10,0.191472,0.225848,0.001733
1489,K.Keahey,,7,2,1,1,1,0
1265,L.Jahan,,1,7,13,0.130268,0.151717,0
379,R.Lee,,1,14,9,0.213071,0.2506,0
1492,XingkongMa,,8,2,1,1,1,0
2178,"Du,Congjin",,9,4,2,0.6,0.666667,0
2184,"Lee,Dong-Hwan",,10,5,1,1,1,0
1801,J.He,,1,4,12,0.163912,0.189986,0
11,B.Marks,,11,1,1,1,1,0
866,"Gui,Chao",,12,3,1,1,1,0
144,P.Desnoyers,,1,4,11,0.170426,0.199888,0
630,"Lee,H.",,13,4,1,1,1,0
1386,K.T.Malladi,,14,2,1,1,1,0
1236,V.Talwar,,1,5,12,0.138252,0.156138,0
777,"Zou,Nianjun",,15,6,1,1,1,0
529,H.Eom,,1,6,10,0.164535,0.19942,0.000548
176,"Seo,Euiseong",,16,5,1,1,1,0
76,"Han,Wen-Bing",,17,6,1,1,1,0
961,S.Srikantaiah,,1,3,10,0.171841,0.198215,0
1547,"Dillow,D.A.",,18,5,4,0.5,0.576389,0.000014
569,"Hwang,Yeonseong",,19,2,5,0.357143,0.478333,0
1577,S.Zeng,,1,2,10,0.172902,0.18981,0
42,J.Wang,,1,11,11,0.174487,0.209522,0.003939
268,"Wong,Ping",,20,9,2,0.655172,0.736842,0
257,SoumyaSaha,,21,2,1,1,1,0
735,C.Gao,,1,6,9,0.201866,0.233926,0.000348
2124,HamzaOuarnoughi,,22,4,2,0.666667,0.75,0
1825,H.Nguyen,,23,1,1,1,1,0
1834,G.K.Lockwood,,1,5,11,0.155403,0.193659,0.000014
2043,"Zhou,Yuanyuan",,24,3,2,0.588235,0.65,0
2189,"Nijim,Mais",,25,5,8,0.245509,0.351713,0.000039
1119,K.R.Krish,,1,2,11,0.162958,0.184361,0
1010,"Kim,Taehoon",,26,3,1,1,1,0
931,"Lewis,J.",,27,5,2,0.777778,0.857143,0
16,T.Raynaud,,28,2,1,1,1,0
1919,"Fang,Aiman",,29,4,1,1,1,0
1578,L.Zhu,,1,2,10,0.172902,0.18981,0
377,S.Chang,,1,14,9,0.213071,0.2506,0
1137,"Yuan,LukeJing",,30,3,1,1,1,0
305,G.Hendry,,31,6,1,1,1,0
1786,"Liang,Xiao-Yao",,9,6,2,0.666667,0.75,0
326,Jae-WookLee,,32,23,1,1,1,0
2109,"Li,Xiaoyong",,33,3,3,0.472222,0.539216,0.000021
1209,P.Hofstee,,34,3,1,1,1,0
435,"Lee,Donghee",,35,6,1,1,1,0
1557,"Liu,J.",,36,4,2,0.75,0.833333,0
381,S.Lin,,1,14,9,0.213071,0.2506,0
1080,L.He,,1,5,9,0.209507,0.238976,0.001046
156,"Liu,Fang",,37,11,1,1,1,0.00001
420,W.Yang,,1,2,13,0.116638,0.131232,0
1223,JorgeVeiga,,38,3,1,1,1,0
178,"Maeng,Seungryoul",,16,5,1,1,1,0
916,C.Zhang,,1,4,9,0.19933,0.221444,0
885,YongChen,,39,5,1,1,1,0.000004
1257,Y.Ma,,1,7,8,0.226128,0.257548,0.001599
491,"Roumelis,George",,40,5,1,1,1,0
198,"Jin,Hai",,2,13,4,0.397959,0.547009,0.000197
877,"Li,Qiong",,41,5,2,0.692308,0.777778,0
1783,"Wu,Chen-Tao",,9,6,2,0.666667,0.75,0
1367,"Dong,Mianxiong",,2,3,6,0.237805,0.312393,0
1764,L.Chiu,,1,2,10,0.184998,0.205519,0
1157,SangH.Son,,42,1,1,1,1,0
1800,"Yu,Jia",,2,3,5,0.295455,0.373932,0
52,X.Qin,,1,10,11,0.16545,0.192788,0.002076
245,E.H.Wilson,,1,8,9,0.183571,0.217503,0
2060,"Zhang,Jifu",,25,5,7,0.292857,0.414983,0
290,R.Drost,,43,2,1,1,1,0
279,"Du,Zhenwei",,44,4,1,1,1,0
1053,H.Ogawa,,1,3,14,0.112609,0.125105,0
175,"Kim,Hwanju",,16,5,1,1,1,0
320,Soon-HongAhn,,32,23,1,1,1,0
457,"Milojicic,Dejan",,45,4,1,1,1,0
410,Z.Huo,,1,7,9,0.198747,0.231045,0.000162
756,S.M.Ahn,,1,3,14,0.1051,0.119109,0
254,S.Ebrahimi,,46,2,2,0.75,0.833333,0
546,"Jensen,ChristianS.",,47,4,2,0.642857,0.722222,0
1309,"Nam,YoungJin",,48,3,2,0.6,0.666667,0
1400,"Skourtis,Dimitris",,49,2,1,1,1,0
81,"Li,Da-Gang",,17,6,1,1,1,0
2090,"Xie,Ping",,25,4,5,0.333333,0.396748,0.00008
591,M.Storer,,50,8,1,1,1,0
224,"Huang,Xiaoxia",,41,4,2,0.642857,0.722222,0
535,"Cui,J.",,51,4,2,0.75,0.833333,0
1135,"Huang,Tao",,52,5,1,1,1,0
1930,"Li,Xiuqiao",,53,3,1,1,1,0
47,ShuYin,,1,6,12,0.142217,0.161241,0
607,J.W.Lee,,54,1,2,0.666667,0.75,0
1680,Gong-XuanZhang,,55,3,1,1,1,0
2226,"Zhang,Guangyan",,56,5,1,1,1,0.000001
241,D.Feng,,1,9,12,0.175646,0.212082,0.001148
930,AmbikaPawar,,57,1,1,1,1,0
1246,A.Elias,,58,5,2,0.777778,0.857143,0
231,FangWang,,5,6,2,0.625,0.7,0
1292,"Li,Tie",,59,3,1,1,1,0
1140,"Kotaro,Yoshida",,60,1,2,0.555556,0.6,0
1021,BoLi,,61,5,1,1,1,0
155,"Chen,ZhiGuang",,37,4,2,0.611111,0.681818,0
532,"Zhang,Yong",,62,3,1,1,1,0
663,L.Xiao,,1,7,12,0.16307,0.193479,0.000523
147,P.Huang,,1,9,11,0.183997,0.218518,0.001927
117,S.Atchley,,1,5,11,0.196613,0.240061,0
1796,XubinHe,,63,7,1,1,1,0
1342,"Srimani,P.K.",,64,4,1,1,1,0
2068,"Guo,Minyi",,9,5,2,0.631579,0.708333,0
717,W.Li,,1,7,11,0.207047,0.256857,0.001559
103,"Kombrink,Stefan",,65,8,1,1,1,0
292,K.W.Kim,,1,7,12,0.148472,0.188872,0
2026,P.Kaltstein,,66,15,1,1,1,0
160,"Nanos,Anastassios",,67,2,1,1,1,0
15,Y.Chen,,1,19,8,0.224953,0.269208,0.003088
1387,M.Awasthi,,14,2,1,1,1,0
888,PierreOlivier,,22,5,2,0.727273,0.8125,0
1033,S.Chen,,68,5,2,0.666667,0.75,0
531,"Jiang,Zhiwen",,62,3,1,1,1,0
1833,D.Koo,,1,5,11,0.155403,0.193659,0.000014
1633,"Li,Y.",,69,1,1,1,1,0
950,S.Pallickara,,70,2,1,1,1,0
855,"Gottstein,Robert",,71,3,1,1,1,0
1899,QiangZou,,72,4,2,0.833333,0.9,0
1082,Z.Ke,,1,5,9,0.209507,0.238976,0.001046
481,S.Rubini,,73,2,2,0.625,0.7,0
519,"Yang,Jun-sik",,74,1,1,1,1,0
631,"Chung,E.",,13,4,1,1,1,0
396,"Kon,Joichiro",,60,2,2,0.625,0.7,0
23,"Jiang,Guo-Song",,75,2,1,1,1,0
35,M.Kandemir,,1,20,9,0.207227,0.261645,0.008057
98,"Berger,Holger",,65,8,1,1,1,0
1181,D.Lee,,1,6,11,0.152418,0.189946,0.001996
118,W.Yu,,1,10,11,0.200759,0.250148,0.002661
1393,"Bao,N.",,27,2,2,0.583333,0.642857,0
987,H.Yeom,,1,1,11,0.159517,0.189078,0
2082,"Yang,Tian-ming",,76,3,2,0.555556,0.6,0
892,ArezkiLaga,,22,5,2,0.727273,0.8125,0
493,"Corral,Antonio",,40,5,1,1,1,0
719,L.Yu,,1,5,11,0.201183,0.246085,0.000144
49,JiongXie,,1,6,12,0.142217,0.161241,0
399,G.Fu,,1,5,10,0.205349,0.245152,0
533,"Wang,Jin",,62,3,1,1,1,0
215,"Xu,Q.",,18,2,6,0.292683,0.383333,0
904,"Kandemir,MahmutTaylan",,77,2,1,1,1,0
639,"Wu,Suzhen",,25,6,8,0.218085,0.348461,0.000038
173,"Jo,Heeseung",,16,5,1,1,1,0
787,J.Kang,,68,10,1,1,1,0.000018
1405,"Yang,Y.-S.",,78,3,1,1,1,0
25,"Abdullah,Nibras",,79,3,1,1,1,0
219,"Jin,Peiquan",,47,9,1,1,1,0.000007
1349,"Blas,JavierGarcia",,80,2,2,0.625,0.7,0
309,L.Carloni,,31,6,1,1,1,0
1,P.Lee,,1,2,11,0.155251,0.174866,0
691,"Hua,Yu",,76,8,2,0.681818,0.766667,0.000004
57,H.Homayoun,,81,4,1,1,1,0
1432,L.Orf,,82,4,1,1,1,0
1448,YangZhang,,5,7,2,0.652174,0.733333,0
34,M.Li,,1,5,10,0.187623,0.22347,0
553,H.Roh,,1,2,11,0.151544,0.183959,0
483,X.Jin,,83,5,2,0.777778,0.857143,0
260,SiqiangLuo,,84,3,1,1,1,0
2186,"Lee,Geunhyung",,10,5,1,1,1,0
1525,"Yang,LiangHuai",,85,4,1,1,1,0
1348,"Duro,FranciscoRodrigo",,80,2,2,0.625,0.7,0
124,"Lee,S.",,86,6,2,0.6875,0.772727,0.000017
7,W.Lo,,1,7,11,0.170732,0.202717,0
2019,J.Bernard,,66,15,1,1,1,0
2172,AlsenyDiallo,,87,3,1,1,1,0
1094,"Zhang,Ning",,88,3,1,1,1,0
2116,"Jung,Hyungsoo",,89,6,5,0.392157,0.5425,0
576,"Yang,Ming-Hong",,48,6,2,0.75,0.833333,0
1247,A.P.Ziviani,,58,5,2,0.777778,0.857143,0
726,"Li,Yongkun",,90,5,1,1,1,0.000004
1993,"Schürmann,Felix",,91,14,1,1,1,0
138,"Tang,Zhuo",,25,6,7,0.297101,0.431243,0
383,K.Cheng,,1,14,9,0.213071,0.2506,0
1228,S.T.On,,1,4,11,0.181264,0.212874,0.000591
714,D.Li,,1,8,11,0.201952,0.250462,0.000574
2161,S.Ambareesh,,92,1,1,1,1,0
397,"Yamaguchi,Saneyasu",,60,5,1,1,1,0.000006
864,"Xiong,Nai-xue",,12,3,1,1,1,0
1754,K.Liu,,1,3,11,0.191858,0.225895,0.000287
119,ZhengZhang,,5,4,2,0.576923,0.633333,0
671,M.Lv,,1,6,11,0.177944,0.221378,0.000239
1747,Q.Fang,,1,5,10,0.165106,0.186969,0.000106
274,"Mi,Ningfang",,20,14,2,0.791667,0.868421,0.000025
1543,MuhammedZiyaKomsul,,93,1,1,1,1,0
1303,"Wang,Chunling",,94,3,2,0.8,0.875,0
1213,S.Miyokawa,,95,2,2,0.583333,0.642857,0
1011,"No,Jaechun",,26,3,1,1,1,0
1560,"Wu,K.",,36,4,2,0.75,0.833333,0
1451,"Nussbaum,Lucas",,96,2,1,1,1,0
1610,F.Tessier,,1,10,10,0.191472,0.226468,0.000232
393,L.Qiao,,1,3,12,0.131419,0.148369,0
1139,"Ong,Hong",,30,3,1,1,1,0
1638,"Chen,Jianxi",,76,4,2,0.576923,0.633333,0
1212,H.H.Huang,,97,2,1,1,1,0
1810,"Koh,Kern",,98,3,1,1,1,0
1201,N.S.Islam,,99,4,2,0.7,0.785714,0
89,J.Yang,,1,7,8,0.21374,0.248614,0.011118
1142,"Nakagami,Makoto",,60,2,2,0.625,0.7,0
1937,"Jiang,Z.",,100,4,1,1,1,0
2220,"Sha,EdwinH.-M.",,101,6,2,0.8,0.875,0
110,"Swanson,Steven",,20,14,2,0.791667,0.868421,0.00005
793,"Wang,F.",,18,16,3,0.631579,0.791667,0.000127
1433,S.Padmavathi,,102,3,1,1,1,0
298,J.Lee,,1,35,11,0.173913,0.251448,0.006222
1848,Q.Cao,,1,4,9,0.2125,0.244508,0.00328
105,"Caulfield,AdrianM.",,20,5,3,0.5,0.587719,0
163,"Härder,Theo",,103,1,1,1,1,0
686,"Fu,Yinjin",,37,4,2,0.611111,0.681818,0
1566,"Koh,K.",,86,3,3,0.458333,0.560606,0
400,W.Wang,,1,5,10,0.205349,0.245152,0
574,"Cao,Zhichao",,48,6,2,0.75,0.833333,0
137,"Zhu,Xiaomin",,25,6,7,0.297101,0.431243,0
1790,NorbertPodhorszki,,63,7,1,1,1,0
788,T.Chen,,68,5,2,0.666667,0.75,0
1473,"Jiang,H.",,104,4,2,0.75,0.833333,0
732,C.Ji,,1,7,9,0.201952,0.234976,0.000408
1677,JianGuo,,55,3,1,1,1,0
2074,"Song,Seokil",,105,4,1,1,1,0
720,Q.Yang,,1,5,11,0.201183,0.246085,0.000144
85,F.Chen,,106,2,1,1,1,0
967,L.Ruan,,1,7,12,0.179352,0.216325,0.001138
927,"Lee,Jinhyuk",,107,2,1,1,1,0
113,T.Wang,,1,17,11,0.204643,0.260324,0.002914
1946,KeqinLi,,0,6,1,1,1,0
121,ZhipengTan,,5,9,2,0.714286,0.8,0.000002
1563,M.Z.Komsul,,108,1,1,1,1,0
1356,H.Tseng,,1,7,11,0.160215,0.18587,0
816,"Bai,Shi",,109,1,1,1,1,0
1997,"Gila,Miguel",,91,14,1,1,1,0
1299,"Lee,Doogie",,110,3,1,1,1,0
2,H.Chang,,1,6,10,0.170854,0.195523,0.000499
352,K.Kang,,1,29,10,0.178679,0.247907,0.003509
5,S.Deng,,1,7,11,0.170732,0.202717,0
880,PeiquanJin,,111,6,1,1,1,0.000006
1327,T.Yeh,,1,1,12,0.14087,0.155348,0
1298,"Kim,Jaehyung",,110,3,1,1,1,0
153,Y.Cotronis,,112,1,1,1,1,0
789,"Li,C.",,18,4,4,0.413793,0.506944,0
1588,"Kougkas,Anthony",,2,9,5,0.410526,0.533761,0
862,"Duan,Lide",,25,2,9,0.182222,0.262282,0
884,WeiXie,,39,2,2,0.625,0.7,0
318,Hoe-JuChung,,32,23,1,1,1,0
443,"Wang,Bin",,113,2,1,1,1,0
1988,"Wang,Huibing",,114,4,1,1,1,0
527,C.Xu,,1,4,10,0.209784,0.25135,0.000133
66,S.Byna,,1,10,10,0.184425,0.217286,0.002486
912,C.Yoo,,1,5,11,0.163181,0.191977,0
207,"Zhou,Li",,115,6,1,1,1,0
32,Y.Kim,,1,18,10,0.194603,0.247642,0.006593
1565,"Hyun,S.",,86,3,3,0.458333,0.560606,0
1015,"Liu,Xianhua",,116,2,1,1,1,0
517,"Kant,Krishna",,117,3,1,1,1,0
2029,R.Bellofatto,,66,15,1,1,1,0
1104,"Yang,Guangwen",,118,3,1,1,1,0
751,Nidhi,,119,3,1,1,1,0
1888,H.K.Lee,,120,2,1,1,1,0
1947,G.Amvrosiadis,,121,2,1,1,1,0
1989,"Lin,Mingwei",,114,4,1,1,1,0
133,IoannisPapapanagiotou,,122,1,1,1,1,0
765,X.Gu,,1,4,12,0.163686,0.199098,0.000272
776,"Hu,Zhuang",,15,6,1,1,1,0
1917,"Dun,Nan",,29,4,1,1,1,0
1670,"Bhimani,J.",,123,8,1,1,1,0
941,"Hwang,Soonwook",,89,4,3,0.47619,0.55,0.000013
459,K.Nakashima,,95,4,2,0.7,0.785714,0
1585,Y.Yao,,124,3,1,1,1,0
609,Y.H.Song,,125,1,1,1,1,0
868,"Gibbons,PhillipB.",,126,1,1,1,1,0
1402,"Brandt,Scott",,49,2,1,1,1,0
1217,"Ryu,Junhee",,127,3,1,1,1,0
1751,M.Marazakis,,128,4,2,0.75,0.833333,0
1128,"Gerofi,Balazs",,129,3,1,1,1,0
139,"Li,Kenili",,25,6,7,0.297101,0.431243,0
109,"Coburn,Joel",,20,5,3,0.5,0.587719,0
2080,"Zhang,Jing",,130,4,1,1,1,0
952,M.E.Belviranli,,1,4,11,0.151592,0.18571,0
336,Sae-JangOh,,32,23,1,1,1,0
1296,"Luo,Qiong",,131,1,1,1,1,0
2230,"Zheng,Weimin",,56,5,1,1,1,0.000001
745,ZhaoqingLiu,,1,4,11,0.197592,0.237882,0
484,L.Tao,,83,5,2,0.777778,0.857143,0
562,T.Kuo,,1,4,10,0.162791,0.18155,0
779,"Liu,Jian",,25,3,7,0.288732,0.390592,0
1479,"Chen,L.",,132,6,1,1,1,0
425,"Kee,Yang-suk",,89,3,5,0.285714,0.389167,0
850,"Ahn,Sungyong",,19,4,4,0.434783,0.6,0.000002
287,"Chen,Haiquan",,25,1,8,0.231638,0.295209,0
10,C.Pu,,1,7,11,0.170732,0.202717,0
823,E.H.Sha,,1,6,11,0.202209,0.247282,0.000025
369,K.Kyung,,1,24,10,0.177944,0.241639,0.000071
62,"Li,Ruixuan",,133,4,1,1,1,0
687,HyunchulPark,,134,1,2,0.666667,0.75,0
1682,"Liu,Chien-Yi",,135,2,2,0.6,0.666667,0
325,JinHoKim,,32,23,1,1,1,0
1926,"Li,Jianhua",,101,3,2,0.615385,0.6875,0
419,I.S.Choi,,1,2,13,0.116638,0.131232,0
1071,"Li,Renfa",,136,5,1,1,1,0
844,M.T.Kandemir,,1,6,10,0.156168,0.181419,0.000007
1718,A.Kougkas,,1,3,10,0.169818,0.18783,0
1207,M.Govindaraju,,34,3,1,1,1,0
269,"Artoux,John",,20,9,2,0.655172,0.736842,0
288,Q.Harvard,,43,2,1,1,1,0
784,X.Tang,,68,5,2,0.666667,0.75,0
1918,"Pleiter,Dirk",,29,4,1,1,1,0
587,M.Condict,,50,8,1,1,1,0
935,"Ding,Z.",,27,5,2,0.777778,0.857143,0
1963,C.Huang,,1,4,10,0.202209,0.24304,0.001031
1018,YangyangZhang,,61,5,1,1,1,0
1675,Q.Guan,,1,3,12,0.159839,0.181333,0
1617,J.Liu,,1,10,10,0.191472,0.226468,0.000232
629,"Park,Y.M.",,13,4,1,1,1,0
1711,WeiminZheng,,137,6,1,1,1,0
2168,D.Dai,,138,2,1,1,1,0
114,S.Oral,,1,5,11,0.196613,0.240061,0
467,J.Chen,,1,7,9,0.189566,0.219448,0.002363
1105,"Zhou,Yang",,118,3,1,1,1,0
1407,M.Zhu,,1,8,11,0.16655,0.192952,0.000819
1016,"Cheng,Xu",,116,2,1,1,1,0
573,"Li,Bingzhe",,48,6,2,0.75,0.833333,0
2061,"Zhang,Li",,139,1,1,1,1,0
1099,M.Araya-Polo,,83,2,2,0.583333,0.642857,0
2009,"Park,Chanik",,140,1,1,1,1,0
434,"Choi,Jongmoo",,35,6,1,1,1,0
2063,"Kunkel,Julian",,141,1,1,1,1,0
1062,"Ikken,Sonia",,142,3,1,1,1,0
460,J.Kon,,95,4,2,0.7,0.785714,0
177,"Lee,Joonwon",,16,5,1,1,1,0
1372,Y.Oyama,,143,3,2,0.714286,0.8,0
1732,"Liu,Zhen-Jun",,144,5,1,1,1,0
1520,MichaelK.Bowen,,145,7,1,1,1,0
1746,H.Fu,,1,5,10,0.165106,0.186969,0.000106
404,Z.An,,1,7,9,0.198747,0.231045,0.000162
230,ZhengLi,,5,6,2,0.625,0.7,0
1721,J.Lofstead,,1,3,10,0.169818,0.18783,0
1290,"Fletcher,GeorgeH.L.",,146,1,1,1,1,0
801,L.Yue,,1,4,13,0.14133,0.16114,0
414,R.Fang,,1,4,11,0.197921,0.239518,0
1450,"Saif,Abdulqawi",,96,2,1,1,1,0
1822,R.Jin,,147,2,1,1,1,0
1948,A.Oprea,,121,2,1,1,1,0
206,"Zhang,Jianliang",,115,6,1,1,1,0
238,L.Tian,,1,6,12,0.163799,0.188824,0
334,Nam-SeogKim,,32,23,1,1,1,0
331,So-RaKim,,32,23,1,1,1,0
826,Y.Deng,,1,4,12,0.144505,0.16352,0
1096,"Patel,JigneshM.",,88,3,1,1,1,0
923,"Hsieh,Jen-Wei",,148,2,1,1,1,0
521,H.Espeland,,149,3,1,1,1,0
851,"La,Kwanghyun",,19,4,4,0.434783,0.6,0.000002
1324,"Wu,Chin-Hsien",,150,2,1,1,1,0
828,C.Hu,,1,4,12,0.144505,0.16352,0
2169,F.S.Bao,,138,2,1,1,1,0
2223,"Liao,Wei-Keng",,151,4,2,0.7,0.785714,0
1529,"Stannus,Simon",,85,4,1,1,1,0
1112,LuisCavazosQuero,,152,4,1,1,1,0
641,"Mao,Bo",,25,8,8,0.22043,0.372851,0.000093
196,"Li,Dingding",,2,7,5,0.304688,0.425214,0.000027
1736,"Amritkar,Prathamesh",,2,4,5,0.364486,0.439744,0
1266,H.Xu,,1,7,13,0.130268,0.151717,0
768,TianzhengWang,,153,4,1,1,1,0
314,E.Guthmuller,,154,4,1,1,1,0
374,W.Chan,,1,14,9,0.213071,0.2506,0
815,W.J.Knottenbelt,,155,2,1,1,1,0
1742,"Anggorosesar,Aldhino",,156,1,1,1,1,0
1287,"Jiang,Song",,4,4,1,1,1,0
1631,H.Midorikawa,,1,1,13,0.12616,0.138468,0
1973,BenLee,,157,1,1,1,1,0
29,B.Feng,,1,2,10,0.169757,0.18678,0
1041,Y.Oge,,158,5,1,1,1,0
2228,"Lu,Yu",,56,4,2,0.833333,0.9,0
627,"You,T.",,13,4,1,1,1,0
539,"Wang,Y.",,51,6,1,1,1,0.000002
141,S.Boboila,,1,4,11,0.170426,0.199888,0
495,"Manolopoulos,Yannis",,40,5,1,1,1,0
1220,Y.Fan,,1,2,11,0.191858,0.229016,0
1340,"Xuan,P.",,64,4,1,1,1,0
681,G.Hu,,1,2,10,0.173533,0.194066,0
1602,Y.Baoqun,,159,3,1,1,1,0
26,"Sumari,Putra",,79,3,1,1,1,0
697,"Li,Jing",,160,3,2,0.8,0.875,0
261,JihongGuan,,84,3,1,1,1,0
2050,"Klonatos,Yannis",,161,4,1,1,1,0
195,"Touriño,Juan",,162,3,1,1,1,0
17,R.Haque,,28,2,1,1,1,0
2047,"Narasimhan,Giri",,33,5,5,0.354167,0.52451,0
1859,"Shi,Xiaodong",,76,1,2,0.517241,0.533333,0
214,"Kim,Shin-Dug",,163,3,1,1,1,0
1117,M.Mishra,,164,2,1,1,1,0
1643,B.Li,,1,3,11,0.171346,0.197683,0
1942,HengHe,,0,6,1,1,1,0
1316,"Ke,Xijiang",,2,5,5,0.295455,0.391026,0
620,S.R.Sarangi,,165,2,1,1,1,0
276,"Lingxuan,Shen",,44,4,1,1,1,0
2092,"Dai,Er-wei",,25,4,5,0.333333,0.396748,0.00008
992,G.Cao,,1,4,10,0.200844,0.237395,0.002475
1883,"Lu,Ying",,33,5,5,0.320755,0.490196,0
237,Y.Yue,,1,8,11,0.183218,0.214313,0.001302
437,"Xu,Yuan-Chao",,166,4,1,1,1,0
856,"Buchmann,Alejandro",,71,3,1,1,1,0
1977,PorfidioHernández,,167,3,1,1,1,0
159,"Koukis,Evangelos",,67,2,1,1,1,0
507,E.Lee,,1,2,11,0.151544,0.183959,0
825,W.Jiang,,1,4,12,0.144505,0.16352,0
417,C.Mohan,,1,4,11,0.197921,0.239518,0
1719,H.Devarajan,,1,3,10,0.169818,0.18783,0
2159,JialinLiu,,39,3,2,0.714286,0.8,0
308,J.Chan,,31,6,1,1,1,0
2006,"Ward,T.J.Christopher",,91,14,1,1,1,0
1706,XiangZhengSun,,137,6,1,1,1,0
583,S.Byan,,50,8,1,1,1,0
922,"Song,Il-Yeol",,168,2,1,1,1,0
648,P.Liu,,1,12,12,0.149451,0.180052,0.002322
1191,L.Zhang,,1,10,9,0.208864,0.241639,0.002178
886,PhilipC.Roth,,39,2,2,0.625,0.7,0
1240,DingdingLi,,169,4,2,0.642857,0.722222,0
549,"Sun,Hui",,25,2,6,0.322835,0.402846,0
472,"Eom,Hyeonsang",,89,10,3,0.606061,0.725,0.000074
975,W.Liu,,1,9,8,0.218148,0.245303,0.002417
1203,M.Wasi-ur-Rahman,,99,4,2,0.7,0.785714,0
1516,ChaoweiYang,,145,7,1,1,1,0
1567,"Bahn,H.",,86,3,3,0.458333,0.560606,0
1436,R.Mythili,,102,3,1,1,1,0
843,N.Shahidi,,1,5,10,0.155912,0.179493,0
428,"Lu,Xiaoyi",,170,6,1,1,1,0.000001
919,"Koshia,Janak",,171,1,1,1,1,0
1126,"Liao,Jianwei",,129,3,1,1,1,0
2130,"Wang,Na",,47,4,2,0.642857,0.722222,0
412,DavurS.Clementsen,,172,1,1,1,1,0
384,M.Cao,,1,14,9,0.213071,0.2506,0
234,YuHua,,5,6,2,0.625,0.7,0
1419,"Anware,A.",,18,9,4,0.5,0.638889,0.000004
330,Eun-MiLee,,32,23,1,1,1,0
2224,"Oldfield,Ron",,151,4,2,0.7,0.785714,0
677,Y.Ni,,1,1,13,0.141204,0.157989,0
1471,"Mao,B.",,104,4,2,0.75,0.833333,0
786,Q.Shi,,68,5,2,0.666667,0.75,0
1958,R.Grout,,1,7,10,0.189566,0.221252,0.000507
977,X.Liao,,1,4,8,0.2125,0.232788,0
63,"Park,Nohhyun",,133,4,1,1,1,0
882,NaWang,,111,3,2,0.666667,0.75,0
337,Jung-BaeLee,,32,23,1,1,1,0
1526,"Liu,Mingchao",,85,4,1,1,1,0
1136,"Karim,MohdBazliAb",,30,3,1,1,1,0
2177,"Kandemir,Mahmut",,151,3,2,0.636364,0.714286,0
747,Z.Shao,,1,18,10,0.216758,0.272996,0.003778
1634,"Wang,P.",,69,1,1,1,1,0
108,"De,Arup",,20,5,3,0.5,0.587719,0
1787,"Yao,Bin",,9,6,2,0.666667,0.75,0
2062,"Tang,Bing",,139,1,1,1,1,0
579,"Lee,Sungjin",,19,3,4,0.454545,0.575,0
1245,L.C.E.Bona,,58,5,2,0.777778,0.857143,0
1428,M.Dorier,,82,4,1,1,1,0
130,"Guo,Zhiliang",,94,3,2,0.8,0.875,0
790,"Feng,D.",,18,4,4,0.413793,0.506944,0
480,P.Olivier,,73,2,2,0.625,0.7,0
209,"Jiang,Congfeng",,115,6,1,1,1,0
957,JieZhou,,173,3,1,1,1,0
1073,H.Y.Yeom,,1,3,11,0.159785,0.192229,0.000075
1037,"Fengli,Zhou",,174,1,1,1,1,0
1049,D.K.Panda,,99,6,2,0.875,0.928571,0.000001
955,S.Matsuoka,,1,4,11,0.151592,0.18571,0
537,"Zhang,X.",,51,6,1,1,1,0.000002
819,K.Zhong,,1,6,11,0.202209,0.247282,0.000025
1555,P.P.C.Lee,,1,3,11,0.16482,0.191714,0
307,V.Gleyzer,,31,6,1,1,1,0
965,B.Dong,,1,12,11,0.186593,0.2252,0.000776
1044,T.Yoshinaga,,158,5,1,1,1,0
858,"Lee,PatrickP.C.",,90,2,2,0.625,0.7,0
514,"Gim,Jongmin",,117,3,1,1,1,0
612,C.Shaobin,,175,3,1,1,1,0
46,X.Ruan,,1,6,12,0.142217,0.161241,0
759,YongkunLi,,176,3,1,1,1,0
1511,Y.Dong,,1,3,11,0.171346,0.197683,0
1667,"Mayers,C.",,123,8,1,1,1,0
2143,"Dongri,Yamg",,177,2,1,1,1,0
2020,J.Planas,,66,15,1,1,1,0
890,LaurentLemarchand,,22,8,1,1,1,0.000004
875,"Xiao,Liquan",,41,5,2,0.692308,0.777778,0
1741,"Kim,Young-Jin",,156,1,1,1,1,0
291,D.U.Lee,,1,7,12,0.148472,0.188872,0
1078,X.Shi,,1,6,9,0.21374,0.245993,0.001277
319,SeongmooHeo,,32,23,1,1,1,0
740,"Kotselidis,C.",,178,3,1,1,1,0
382,C.Wu,,1,23,8,0.239557,0.287805,0.01075
908,H.Jo,,1,5,11,0.163181,0.191977,0
753,D.Singh,,119,3,1,1,1,0
900,"Hu,Yimin",,25,2,9,0.182222,0.262282,0
1661,Z.He,,1,4,11,0.168436,0.200251,0.000391
